path,label
data\plant_village\Tomato___Leaf_Mold\119fca56-2a51-4c1f-9ba3-85977da1fd3b___Crnl_L.Mold 6898.JPG,Tomato___Leaf_Mold
data\plant_village\Corn_(maize)___Common_rust_\RS_Rust 1877.JPG,Corn_(maize)___Common_rust_
data\plant_village\Tomato___Late_blight\8f27364b-aafa-49a8-b288-e442cb8bde11___RS_Late.B 6285.JPG,Tomato___Late_blight
"data\plant_village\Pepper,_bell___Bacterial_spot\c4f483a6-1b89-4158-9782-e77c649e5a65___JR_B.Spot 3367.JPG","Pepper,_bell___Bacterial_spot"
data\plant_village\Tomato___Late_blight\6dd1bc0c-72c3-420c-aa48-c3bb4ca8dc7c___GHLB2 Leaf 83.1.JPG,Tomato___Late_blight
data\plant_village\Tomato___Early_blight\9d16bfcd-955e-4a5c-90ea-c7cce8dd9135___RS_Erly.B 7811.JPG,Tomato___Early_blight
"data\plant_village\Pepper,_bell___Bacterial_spot\5e39aa56-cbda-4c20-9964-6a03c700cebd___NREC_B.Spot 1856.JPG","Pepper,_bell___Bacterial_spot"
"data\plant_village\Pepper,_bell___healthy\7d2663b8-9779-4665-8a3d-055fd046979d___JR_HL 7999.JPG","Pepper,_bell___healthy"
data\plant_village\Tomato___Leaf_Mold\f6c11a02-6f44-4e15-aab8-50cb8d79bc62___Crnl_L.Mold 9166.JPG,Tomato___Leaf_Mold
data\plant_village\Potato___Late_blight\17a07992-ebb9-4368-8cb7-4af40d8ded08___RS_LB 3064.JPG,Potato___Late_blight
data\plant_village\Potato___Early_blight\12ebe6fe-c8ce-4a00-866f-8776aca75159___RS_Early.B 6873.JPG,Potato___Early_blight
data\plant_village\Potato___Early_blight\63f9b76b-c491-4ed3-923b-087967ea9268___RS_Early.B 7161.JPG,Potato___Early_blight
data\plant_village\Tomato___Leaf_Mold\505aa99f-6336-43e6-b9d1-4ee69c19626d___Crnl_L.Mold 6825.JPG,Tomato___Leaf_Mold
data\plant_village\Tomato___Late_blight\13533985-e30d-4023-8bd3-7a45b07816ca___RS_Late.B 5593.JPG,Tomato___Late_blight
data\plant_village\Tomato___healthy\9be696de-84ac-4275-b9b0-a6a54e8a1813___GH_HL Leaf 244.JPG,Tomato___healthy
data\plant_village\Potato___healthy\949cafd0-098b-497f-9590-f0fb8ccafc94___RS_HL 4168.JPG,Potato___healthy
data\plant_village\Potato___Early_blight\d5673be4-4d62-4287-b9a4-3653b88d1604___RS_Early.B 8304.JPG,Potato___Early_blight
data\plant_village\Tomato___Early_blight\2419fd79-cda0-4ba4-be14-31c92a2e91dd___RS_Erly.B 8255.JPG,Tomato___Early_blight
data\plant_village\Corn_(maize)___Common_rust_\RS_Rust 2501.JPG,Corn_(maize)___Common_rust_
data\plant_village\Corn_(maize)___Common_rust_\RS_Rust 2149.JPG,Corn_(maize)___Common_rust_
data\plant_village\Potato___Late_blight\3f0fd699-1ce7-437e-a899-662a51d59974___RS_LB 2904.JPG,Potato___Late_blight
"data\plant_village\Pepper,_bell___healthy\bfb98507-e9bb-4df4-895c-0a58fbcb7ed8___JR_HL 8391.JPG","Pepper,_bell___healthy"
data\plant_village\Tomato___Late_blight\86a83826-1cb7-458c-8999-91455fb9b4b0___GHLB2 Leaf 96.1.JPG,Tomato___Late_blight
"data\plant_village\Pepper,_bell___healthy\10e9f67f-8f2f-4bec-a20a-62d032cc3414___JR_HL 7808.JPG","Pepper,_bell___healthy"
data\plant_village\Tomato___Leaf_Mold\9dc10e0a-36ee-4882-84c4-f7c7668550bd___Crnl_L.Mold 7177.JPG,Tomato___Leaf_Mold
"data\plant_village\Pepper,_bell___healthy\568a1f4a-c07c-48a5-8ea6-64b48008e85c___JR_HL 7616.JPG","Pepper,_bell___healthy"
data\plant_village\Tomato___Early_blight\dc4e5770-ed70-4ff3-b61d-a6296faae7e1___RS_Erly.B 7568.JPG,Tomato___Early_blight
data\plant_village\Potato___Late_blight\8bf37a1e-4535-4919-953e-69376f5be48a___RS_LB 2611.JPG,Potato___Late_blight
data\plant_village\Tomato___Late_blight\98288f42-3067-4117-9e1d-d4a6b88f16eb___RS_Late.B 5545.JPG,Tomato___Late_blight
data\plant_village\Tomato___Leaf_Mold\4babadaf-7d3f-4cc8-8179-05d86893dd97___Crnl_L.Mold 9096.JPG,Tomato___Leaf_Mold
"data\plant_village\Pepper,_bell___healthy\bb82f621-0b32-4fef-bb8f-9d44737e65d3___JR_HL 7619.JPG","Pepper,_bell___healthy"
data\plant_village\Potato___Late_blight\c101232e-6487-495c-ad3a-27cd1e5fb2b9___RS_LB 2573.JPG,Potato___Late_blight
"data\plant_village\Pepper,_bell___Bacterial_spot\65a84ec0-79dc-4ae3-bfce-81c3f4b50a08___JR_B.Spot 8858.JPG","Pepper,_bell___Bacterial_spot"
data\plant_village\Corn_(maize)___Common_rust_\RS_Rust 2369.JPG,Corn_(maize)___Common_rust_
data\plant_village\Tomato___Early_blight\b450abe9-9282-42a8-af4d-3fa7da258f40___RS_Erly.B 7735.JPG,Tomato___Early_blight
data\plant_village\Corn_(maize)___Common_rust_\RS_Rust 2484.JPG,Corn_(maize)___Common_rust_
data\plant_village\Potato___Early_blight\fbbe7b93-e6da-4dc8-b1ee-ba5646a5e039___RS_Early.B 8216.JPG,Potato___Early_blight
"data\plant_village\Pepper,_bell___healthy\24eb97a4-6671-48dd-96f7-3f2c86e80e21___JR_HL 5928.JPG","Pepper,_bell___healthy"
data\plant_village\Tomato___Late_blight\91cb766d-bbfe-405b-8211-8dbfb6888c12___GHLB2 Leaf 8963.JPG,Tomato___Late_blight
data\plant_village\Tomato___Late_blight\563dc24f-a75e-4bde-8667-135ba74541e6___RS_Late.B 5319.JPG,Tomato___Late_blight
data\plant_village\Tomato___Leaf_Mold\93608d6e-7511-4388-88c1-ef45b754e9c2___Crnl_L.Mold 6580.JPG,Tomato___Leaf_Mold
data\plant_village\Potato___Early_blight\c630212c-205f-469d-bb8d-9a143f65ab03___RS_Early.B 9000.JPG,Potato___Early_blight
"data\plant_village\Pepper,_bell___Bacterial_spot\937f93b6-2ecd-4129-9995-e0473d498335___NREC_B.Spot 9045.JPG","Pepper,_bell___Bacterial_spot"
"data\plant_village\Pepper,_bell___Bacterial_spot\816dee9f-b43f-42da-b0c9-3fb8b29d511d___NREC_B.Spot 9182.JPG","Pepper,_bell___Bacterial_spot"
data\plant_village\Potato___Early_blight\4c7622da-663c-48df-8005-355fff221fe1___RS_Early.B 8432.JPG,Potato___Early_blight
"data\plant_village\Pepper,_bell___Bacterial_spot\e073380b-e5ad-4e07-8ed5-5adec8bac1ff___NREC_B.Spot 1906.JPG","Pepper,_bell___Bacterial_spot"
data\plant_village\Tomato___Late_blight\09cdb8a4-0c20-4acd-b4c8-709fad7010fd___GHLB_PS Leaf 37 Day 16.jpg,Tomato___Late_blight
data\plant_village\Tomato___Early_blight\fb2aaea3-f1cd-49c3-aa02-b640c62e59f5___RS_Erly.B 9389.JPG,Tomato___Early_blight
data\plant_village\Tomato___Late_blight\65911337-0263-4cfa-a89d-9acf3f5eb39a___GHLB2 Leaf 8681.JPG,Tomato___Late_blight
data\plant_village\Potato___Early_blight\606e216d-f0b8-4ef3-9bf1-2bee85a13361___RS_Early.B 7094.JPG,Potato___Early_blight
data\plant_village\Potato___Early_blight\93c3dfcc-de7c-4ae9-9d18-4042f53e3d1f___RS_Early.B 7872.JPG,Potato___Early_blight
"data\plant_village\Pepper,_bell___healthy\eed1b6d4-c01c-4b3f-8aba-77ebc730b2f9___JR_HL 7907.JPG","Pepper,_bell___healthy"
data\plant_village\Tomato___healthy\fda63621-b0eb-4938-8ec4-8afffc81ddd6___GH_HL Leaf 268.JPG,Tomato___healthy
"data\plant_village\Pepper,_bell___healthy\39dc2c23-1b45-427f-8ad1-0ff66ae887b9___JR_HL 7559.JPG","Pepper,_bell___healthy"
"data\plant_village\Pepper,_bell___Bacterial_spot\42ef264d-f255-4674-885a-0921a0e7f649___JR_B.Spot 9022.JPG","Pepper,_bell___Bacterial_spot"
data\plant_village\Tomato___Leaf_Mold\be1b7152-f0f2-431c-9635-29c4ca31fb5b___Crnl_L.Mold 7111.JPG,Tomato___Leaf_Mold
"data\plant_village\Pepper,_bell___healthy\2f070e21-3a24-435f-9122-10fb62f44c16___JR_HL 5824.JPG","Pepper,_bell___healthy"
data\plant_village\Tomato___healthy\1bd9f661-9b9c-4faf-80ab-86a8a64a8bc2___RS_HL 0271.JPG,Tomato___healthy
data\plant_village\Potato___Early_blight\8e05b766-d0a9-4621-9bb4-d16bef411dda___RS_Early.B 7238.JPG,Potato___Early_blight
data\plant_village\Potato___Late_blight\629303c0-a89e-4f67-9ac8-aa769cf3a163___RS_LB 3945.JPG,Potato___Late_blight
data\plant_village\Potato___Early_blight\6b8024be-e45f-459f-9817-8d6fb0dda89a___RS_Early.B 6904.JPG,Potato___Early_blight
data\plant_village\Tomato___healthy\c8ecc9a2-c12b-4350-8b3f-451c85d8e08b___RS_HL 0400.JPG,Tomato___healthy
data\plant_village\Tomato___Late_blight\a6154a52-2013-4b02-9682-f8c5b0b6c17a___GHLB2 Leaf 64.JPG,Tomato___Late_blight
data\plant_village\Corn_(maize)___Common_rust_\RS_Rust 2197.JPG,Corn_(maize)___Common_rust_
data\plant_village\Tomato___Leaf_Mold\73f77cb0-f4ee-4500-ac3f-2cd6c79585ed___Crnl_L.Mold 7000.JPG,Tomato___Leaf_Mold
"data\plant_village\Pepper,_bell___Bacterial_spot\5d17a185-67fe-465f-81b9-35d936f24f99___JR_B.Spot 3181.JPG","Pepper,_bell___Bacterial_spot"
data\plant_village\Tomato___Early_blight\a86f36c6-2089-4367-ba3e-5b7c8b3c0084___RS_Erly.B 7492.JPG,Tomato___Early_blight
data\plant_village\Tomato___Late_blight\35262a28-c600-4d1a-9179-f2e0d1638c08___GHLB_PS Leaf 42 Day 18.jpg,Tomato___Late_blight
data\plant_village\Corn_(maize)___Common_rust_\RS_Rust 2037.JPG,Corn_(maize)___Common_rust_
"data\plant_village\Pepper,_bell___healthy\8e68dd51-f132-4aed-ad05-1ae0d743d984___JR_HL 8623.JPG","Pepper,_bell___healthy"
"data\plant_village\Pepper,_bell___Bacterial_spot\3d5f977b-126e-4c4b-b6c2-5d81a69cf2d0___JR_B.Spot 3220.JPG","Pepper,_bell___Bacterial_spot"
data\plant_village\Corn_(maize)___Common_rust_\RS_Rust 1827.JPG,Corn_(maize)___Common_rust_
data\plant_village\Tomato___Late_blight\4be05670-885c-4a87-a22a-dfb89f0b15d0___RS_Late.B 6588.JPG,Tomato___Late_blight
"data\plant_village\Pepper,_bell___healthy\6b3bf816-2c6b-4a71-93a3-9815bea001a6___JR_HL 7935.JPG","Pepper,_bell___healthy"
data\plant_village\Corn_(maize)___Common_rust_\RS_Rust 2465.JPG,Corn_(maize)___Common_rust_
data\plant_village\Tomato___Early_blight\77ac0ab9-bc81-4de6-8f4d-72d15974d227___RS_Erly.B 7773.JPG,Tomato___Early_blight
"data\plant_village\Pepper,_bell___Bacterial_spot\c7960681-a0d4-428c-a9c7-a12a6d7ea973___JR_B.Spot 8924.JPG","Pepper,_bell___Bacterial_spot"
data\plant_village\Tomato___healthy\82df832d-43d4-41c5-97b8-baf8ff9c658c___RS_HL 9917.JPG,Tomato___healthy
data\plant_village\Tomato___Late_blight\dbb8c0f5-faf2-450b-919e-38c5b51af399___RS_Late.B 6717.JPG,Tomato___Late_blight
data\plant_village\Potato___Late_blight\8acd2e1a-f965-4abb-bd16-8c0a4e918d2c___RS_LB 4644.JPG,Potato___Late_blight
data\plant_village\Potato___Early_blight\0a6983a5-895e-4e68-9edb-88adf79211e9___RS_Early.B 9072.JPG,Potato___Early_blight
data\plant_village\Potato___Early_blight\fc87399a-b45c-4b0f-a6c9-54f0e4f9d3c5___RS_Early.B 7277.JPG,Potato___Early_blight
data\plant_village\Potato___Late_blight\d3aa996a-f1d8-41bb-99bc-8f33ca2ea9ce___RS_LB 4404.JPG,Potato___Late_blight
data\plant_village\Tomato___healthy\3e6c73ad-cfcb-4614-b927-150c2c642c9e___RS_HL 0074.JPG,Tomato___healthy
data\plant_village\Tomato___Late_blight\76f42272-013f-4150-8c60-58a853336160___GHLB2 Leaf 82.JPG,Tomato___Late_blight
data\plant_village\Potato___Late_blight\01ad74ce-eb28-42c7-9204-778d17cfd45c___RS_LB 2669.JPG,Potato___Late_blight
data\plant_village\Potato___Early_blight\df7e4d39-fb74-4e6d-9d32-04d7d2165135___RS_Early.B 6700.JPG,Potato___Early_blight
data\plant_village\Potato___Late_blight\c4263e49-60ed-4f6b-aa78-cc9f3117ce73___RS_LB 4100.JPG,Potato___Late_blight
data\plant_village\Tomato___Late_blight\1b2756ef-4fa0-410a-8fe5-a8b699d3553e___GHLB2 Leaf 156.2.JPG,Tomato___Late_blight
"data\plant_village\Pepper,_bell___healthy\acfdebad-66f9-4f9d-b302-55fd79345b2a___JR_HL 8672.JPG","Pepper,_bell___healthy"
data\plant_village\Tomato___Late_blight\21a75fcc-4cfa-4931-800d-7aefdea77df2___GHLB2 Leaf 8726.JPG,Tomato___Late_blight
data\plant_village\Tomato___Late_blight\f7b5ed86-c63c-49c3-90d0-e1f35f4a93e4___GHLB2 Leaf 8979.JPG,Tomato___Late_blight
"data\plant_village\Pepper,_bell___healthy\7bb213e0-2c58-43dc-9fb2-7c90474887eb___JR_HL 8689.JPG","Pepper,_bell___healthy"
data\plant_village\Potato___Late_blight\4d96b41e-8e2e-4a0d-b9a2-0ab8456e4074___RS_LB 3893.JPG,Potato___Late_blight
data\plant_village\Potato___Late_blight\57a137da-7424-4a9d-9e28-bce63decbdcf___RS_LB 2761.JPG,Potato___Late_blight
"data\plant_village\Pepper,_bell___Bacterial_spot\73ef1d83-6ac0-4955-938a-fca94432814b___JR_B.Spot 3148.JPG","Pepper,_bell___Bacterial_spot"
data\plant_village\Corn_(maize)___Common_rust_\RS_Rust 1959.JPG,Corn_(maize)___Common_rust_
data\plant_village\Potato___Early_blight\48ed1384-b3c5-464d-bdc8-97b347d89a58___RS_Early.B 6744.JPG,Potato___Early_blight
data\plant_village\Tomato___healthy\5c4d21aa-76f8-4ab7-8440-65fd3cac640b___GH_HL Leaf 263.JPG,Tomato___healthy
data\plant_village\Tomato___healthy\958b8eb8-7004-434a-ad02-e62ff64dded0___RS_HL 0276.JPG,Tomato___healthy
data\plant_village\Tomato___Late_blight\cf2e943e-c8d7-43eb-a137-72f6b67b187a___RS_Late.B 7192.JPG,Tomato___Late_blight
data\plant_village\Tomato___healthy\e67fdf04-f0a3-4351-b65d-a1b7362fc032___GH_HL Leaf 304.1.JPG,Tomato___healthy
"data\plant_village\Pepper,_bell___healthy\0e526c7b-72ee-4547-916b-5cba013097b6___JR_HL 7735.JPG","Pepper,_bell___healthy"
data\plant_village\Tomato___Leaf_Mold\fd2cc427-8f4c-4551-96db-bd5d53974039___Crnl_L.Mold 6684.JPG,Tomato___Leaf_Mold
data\plant_village\Tomato___Leaf_Mold\0de02a32-f166-4d67-bbb8-689e96d04c44___Crnl_L.Mold 8811.JPG,Tomato___Leaf_Mold
"data\plant_village\Pepper,_bell___healthy\ad4d5ac8-0cea-4d31-8108-3d6c6977bbc3___JR_HL 8138.JPG","Pepper,_bell___healthy"
data\plant_village\Tomato___healthy\6949b108-03f0-4cee-b91a-bb5b23e93249___GH_HL Leaf 331.3.JPG,Tomato___healthy
data\plant_village\Potato___Early_blight\21ca5caf-147b-4a1a-a2da-edfc1c81b62e___RS_Early.B 8926.JPG,Potato___Early_blight
data\plant_village\Tomato___Late_blight\43bf836c-132e-493f-b01e-3f1b44d84f47___RS_Late.B 6577.JPG,Tomato___Late_blight
data\plant_village\Tomato___Late_blight\0566e4e3-675b-4289-9e36-ad199448975b___GHLB2 Leaf 161.2.JPG,Tomato___Late_blight
data\plant_village\Corn_(maize)___Common_rust_\RS_Rust 2514.JPG,Corn_(maize)___Common_rust_
data\plant_village\Tomato___Leaf_Mold\16cf47c0-abb4-47e3-bab3-4a7c6348b7ab___Crnl_L.Mold 6995.JPG,Tomato___Leaf_Mold
data\plant_village\Corn_(maize)___Common_rust_\RS_Rust 2607.JPG,Corn_(maize)___Common_rust_
data\plant_village\Tomato___Early_blight\b24b9d32-857b-45ef-be89-552232fadfb2___RS_Erly.B 7763.JPG,Tomato___Early_blight
data\plant_village\Tomato___Leaf_Mold\a18c4c3c-7d6c-4f92-a9ae-94cc4bde5401___Crnl_L.Mold 6784.JPG,Tomato___Leaf_Mold
data\plant_village\Tomato___healthy\689696df-e7cd-4c53-9559-3b16f48c3788___RS_HL 0256.JPG,Tomato___healthy
data\plant_village\Potato___Late_blight\0f1fb568-1b12-45ef-ad99-c59fa9075693___RS_LB 3242.JPG,Potato___Late_blight
data\plant_village\Potato___healthy\1ae826e2-5148-47bd-a44c-711ec9cc9c75___RS_HL 1954.JPG,Potato___healthy
data\plant_village\Tomato___Late_blight\2798c7ea-850e-49a7-b304-3114c60c6baf___RS_Late.B 7141.JPG,Tomato___Late_blight
"data\plant_village\Pepper,_bell___healthy\4e7f91aa-6db1-4363-afbc-5fcc88b42231___JR_HL 8284.JPG","Pepper,_bell___healthy"
data\plant_village\Corn_(maize)___Common_rust_\RS_Rust 2019.JPG,Corn_(maize)___Common_rust_
"data\plant_village\Pepper,_bell___Bacterial_spot\3ddc56a6-7b13-43ae-841a-c6f6818d001b___JR_B.Spot 3190.JPG","Pepper,_bell___Bacterial_spot"
"data\plant_village\Pepper,_bell___healthy\06ae69f3-53f7-4ad8-b6b0-185dd26b2fc0___JR_HL 7971.JPG","Pepper,_bell___healthy"
data\plant_village\Potato___Early_blight\8f3f9eed-1a3d-4f0f-adcc-0fe3a832d95f___RS_Early.B 8518.JPG,Potato___Early_blight
"data\plant_village\Pepper,_bell___healthy\264428d4-7bc0-437e-b4ee-0ee67a742304___JR_HL 5890.JPG","Pepper,_bell___healthy"
data\plant_village\Corn_(maize)___Common_rust_\RS_Rust 2356.JPG,Corn_(maize)___Common_rust_
data\plant_village\Potato___Late_blight\23ad201a-469e-4687-9321-7329bf747992___RS_LB 4990.JPG,Potato___Late_blight
data\plant_village\Potato___Early_blight\904dba96-8ff1-45e2-af16-9c9cc5865c32___RS_Early.B 7349.JPG,Potato___Early_blight
"data\plant_village\Pepper,_bell___healthy\4cdfdfb8-1efa-4a4f-af25-1e968c3aa38c___JR_HL 7607.JPG","Pepper,_bell___healthy"
data\plant_village\Tomato___healthy\5216e02b-891f-4b00-9768-73f13e6d8ebf___GH_HL Leaf 433.1.JPG,Tomato___healthy
"data\plant_village\Pepper,_bell___Bacterial_spot\8abde119-2bdc-4a2f-9f83-3c4f0680f565___NREC_B.Spot 1912.JPG","Pepper,_bell___Bacterial_spot"
data\plant_village\Tomato___healthy\5015e0d2-a6e3-4859-aceb-78089d1b60f7___GH_HL Leaf 186.2.JPG,Tomato___healthy
data\plant_village\Potato___Early_blight\4e40c113-4ab2-4a71-9ecc-5ceb67905190___RS_Early.B 7446.JPG,Potato___Early_blight
data\plant_village\Tomato___Late_blight\f7e7a40f-335d-45a6-b086-3f6b9779a5a0___RS_Late.B 4903.JPG,Tomato___Late_blight
data\plant_village\Tomato___Late_blight\b4a271bd-619a-4735-8fd5-28124c4f4508___GHLB2 Leaf 8949.JPG,Tomato___Late_blight
data\plant_village\Tomato___Early_blight\392df5d9-0383-4ce9-a6fa-17d09cdc3c62___RS_Erly.B 9497.JPG,Tomato___Early_blight
"data\plant_village\Pepper,_bell___Bacterial_spot\b22693c9-a87d-4ffa-82b1-0218e1b966be___JR_B.Spot 3277.JPG","Pepper,_bell___Bacterial_spot"
data\plant_village\Potato___Late_blight\b86274d3-554a-495d-8304-76484e3c4d15___RS_LB 4442.JPG,Potato___Late_blight
data\plant_village\Potato___Early_blight\a6fef9f4-0006-4faa-95ab-3aadde49b229___RS_Early.B 8783.JPG,Potato___Early_blight
data\plant_village\Tomato___healthy\a8264fd4-d1e7-4114-b1e1-51b0f141db03___GH_HL Leaf 243.JPG,Tomato___healthy
data\plant_village\Tomato___Late_blight\d4f41a97-4705-48e0-9707-2deeb12e4ef6___GHLB Leaf 8 Day 6.JPG,Tomato___Late_blight
data\plant_village\Tomato___Early_blight\6f8046e5-2fc8-4243-a887-b4e99d16397d___RS_Erly.B 6471.JPG,Tomato___Early_blight
data\plant_village\Corn_(maize)___Common_rust_\RS_Rust 2479.JPG,Corn_(maize)___Common_rust_
data\plant_village\Corn_(maize)___Common_rust_\RS_Rust 2030.JPG,Corn_(maize)___Common_rust_
data\plant_village\Tomato___healthy\d835fbab-7301-4544-aba9-37cb5d25de9f___RS_HL 0506.JPG,Tomato___healthy
data\plant_village\Potato___Late_blight\35621849-08fd-442a-a94e-139b2657106e___RS_LB 4055.JPG,Potato___Late_blight
"data\plant_village\Pepper,_bell___healthy\65a980aa-10ce-481d-bf3d-bded4601422f___JR_HL 8412.JPG","Pepper,_bell___healthy"
"data\plant_village\Pepper,_bell___healthy\bdba3ee1-95a1-45b8-9c31-21add45a86aa___JR_HL 8594.JPG","Pepper,_bell___healthy"
data\plant_village\Tomato___Late_blight\8fa2b785-6eba-47c3-aeb3-139ebe284185___RS_Late.B 4954.JPG,Tomato___Late_blight
data\plant_village\Potato___Early_blight\ab0878eb-0310-4788-b2d7-14102cdd241e___RS_Early.B 7026.JPG,Potato___Early_blight
data\plant_village\Tomato___Early_blight\eaf0d111-089a-4808-a34c-dd40e3bb4db4___RS_Erly.B 8393.JPG,Tomato___Early_blight
data\plant_village\Potato___Early_blight\e304fbf5-d145-433c-8f67-7b486581166a___RS_Early.B 7434.JPG,Potato___Early_blight
"data\plant_village\Pepper,_bell___healthy\ae63319c-d90a-4fbe-b11a-cbc8b2a1db23___JR_HL 8669.JPG","Pepper,_bell___healthy"
"data\plant_village\Pepper,_bell___healthy\994996ff-e8dc-4aa4-86e6-bb348e24a9f2___JR_HL 8004.JPG","Pepper,_bell___healthy"
data\plant_village\Tomato___Early_blight\552787d3-3937-4ee5-9824-6b78e90e5cbb___RS_Erly.B 7510.JPG,Tomato___Early_blight
data\plant_village\Tomato___Leaf_Mold\8bb19b73-9bfc-426e-9704-fb88fa81ebd3___Crnl_L.Mold 6811.JPG,Tomato___Leaf_Mold
data\plant_village\Tomato___healthy\522cba8a-8cf7-4d39-a73e-0602ab6fc71f___RS_HL 0288.JPG,Tomato___healthy
data\plant_village\Potato___Early_blight\a41c6816-0755-4e55-b589-42b665a97a02___RS_Early.B 7064.JPG,Potato___Early_blight
data\plant_village\Tomato___Late_blight\700fdedf-00ca-4fbc-9871-ad67425777db___GHLB2 Leaf 8777.JPG,Tomato___Late_blight
data\plant_village\Tomato___Late_blight\673d1b55-7e61-4a3c-9d2d-edc4307f7a42___GHLB2 Leaf 121.1.JPG,Tomato___Late_blight
"data\plant_village\Pepper,_bell___healthy\9b9bf01f-e632-4bc9-a903-ba708b15d876___JR_HL 7617.JPG","Pepper,_bell___healthy"
data\plant_village\Tomato___healthy\0a0d6a11-ddd6-4dac-8469-d5f65af5afca___RS_HL 0555.JPG,Tomato___healthy
data\plant_village\Corn_(maize)___Common_rust_\RS_Rust 2167.JPG,Corn_(maize)___Common_rust_
"data\plant_village\Pepper,_bell___healthy\fa421fcb-ba24-4562-bf15-0ba854194d70___JR_HL 7641.JPG","Pepper,_bell___healthy"
"data\plant_village\Pepper,_bell___healthy\dcbbd3f6-1854-45fd-abac-bc77a4e46e4e___JR_HL 7803.JPG","Pepper,_bell___healthy"
data\plant_village\Tomato___Early_blight\70ef7eee-0584-44fc-9c5d-95b504554266___RS_Erly.B 7709.JPG,Tomato___Early_blight
data\plant_village\Tomato___Late_blight\3bc6d2f7-c1ed-4e66-b3de-277aadac6785___GHLB2 Leaf 163.JPG,Tomato___Late_blight
"data\plant_village\Pepper,_bell___healthy\6d6030a6-2370-449b-b9d4-92ac1630513f___JR_HL 8418.JPG","Pepper,_bell___healthy"
"data\plant_village\Pepper,_bell___Bacterial_spot\d877c51c-12ce-44e0-b737-d06d0e8431b6___JR_B.Spot 3114.JPG","Pepper,_bell___Bacterial_spot"
data\plant_village\Tomato___Late_blight\84b7d3ab-56ae-4eef-a852-7b32f3ef0160___GHLB2 Leaf 150.JPG,Tomato___Late_blight
data\plant_village\Tomato___Late_blight\566f6d0f-e441-49a3-a7a1-a3210682b6e7___GHLB2 Leaf 8591.JPG,Tomato___Late_blight
"data\plant_village\Pepper,_bell___healthy\df451c9c-6b43-4ed7-9f21-9df981439c8e___JR_HL 8253.JPG","Pepper,_bell___healthy"
data\plant_village\Potato___Late_blight\de54e40d-4c5f-48d9-9b6d-bc96bde09898___RS_LB 4086.JPG,Potato___Late_blight
data\plant_village\Tomato___Early_blight\54b09b2b-afe1-42ab-b889-7190495f1e16___RS_Erly.B 7684.JPG,Tomato___Early_blight
data\plant_village\Tomato___Late_blight\64a054b2-4375-48ff-aca3-f823d64d831e___RS_Late.B 7123.JPG,Tomato___Late_blight
"data\plant_village\Pepper,_bell___healthy\ebf34e5a-adb5-4cef-b916-793f09b7314b___JR_HL 8171.JPG","Pepper,_bell___healthy"
"data\plant_village\Pepper,_bell___Bacterial_spot\17000d8e-8095-4f00-b704-b94b1c531d8d___JR_B.Spot 3384.JPG","Pepper,_bell___Bacterial_spot"
data\plant_village\Corn_(maize)___Common_rust_\RS_Rust 2531.JPG,Corn_(maize)___Common_rust_
"data\plant_village\Pepper,_bell___healthy\21cc03be-6e7d-4f5b-bdf5-8f3d8af01f74___JR_HL 7956.JPG","Pepper,_bell___healthy"
data\plant_village\Potato___Early_blight\c5a12e34-99ea-443e-a67e-3f2651508773___RS_Early.B 7647.JPG,Potato___Early_blight
data\plant_village\Potato___Late_blight\f7438ce7-c12a-40df-83a1-1ab0cde13bb0___RS_LB 3847.JPG,Potato___Late_blight
data\plant_village\Potato___Late_blight\fdf53f6c-db92-48b9-9e06-0358e4114be6___RS_LB 2656.JPG,Potato___Late_blight
data\plant_village\Tomato___healthy\1b855a60-d30c-4ed9-8f25-cffe523b436b___GH_HL Leaf 249.1.JPG,Tomato___healthy
data\plant_village\Potato___Early_blight\e09c5edb-1e38-44bb-bb55-260fa32d6a58___RS_Early.B 7340.JPG,Potato___Early_blight
data\plant_village\Potato___Early_blight\e016d105-f5cd-4082-a8c9-1913ea3fcfbb___RS_Early.B 7800.JPG,Potato___Early_blight
data\plant_village\Tomato___Late_blight\0db85707-41f9-42df-ba3b-842d14f00a68___GHLB2 Leaf 8909.JPG,Tomato___Late_blight
data\plant_village\Tomato___healthy\8eb8512f-fbbe-4415-832a-52e58e3cde9e___RS_HL 0003.JPG,Tomato___healthy
data\plant_village\Potato___Late_blight\17ed933e-629f-4db2-b4f3-865f69d43589___RS_LB 2599.JPG,Potato___Late_blight
"data\plant_village\Pepper,_bell___healthy\69338d8a-c618-41d4-b4ac-217feb224d71___JR_HL 8878.JPG","Pepper,_bell___healthy"
data\plant_village\Tomato___Early_blight\8e4238dc-b4fd-46d0-8892-965e64dad7ab___RS_Erly.B 9404.JPG,Tomato___Early_blight
"data\plant_village\Pepper,_bell___healthy\206fc5a6-80c8-4e7f-8673-2a80b4593b76___JR_HL 8170.JPG","Pepper,_bell___healthy"
"data\plant_village\Pepper,_bell___Bacterial_spot\cb6eba3e-5837-470a-b6cd-75721d7a5865___NREC_B.Spot 1806.JPG","Pepper,_bell___Bacterial_spot"
data\plant_village\Corn_(maize)___Common_rust_\RS_Rust 2092.JPG,Corn_(maize)___Common_rust_
data\plant_village\Potato___Early_blight\cc63b147-ad2a-4bc1-aa05-a07b3c6b7761___RS_Early.B 7091.JPG,Potato___Early_blight
